student_id,date,difficulty_level,study_hours,break_count,avg_break_duration,sleep_hours,screen_time,revision_done,mood_score,performance_score,burnout_risk,focus_score,fatigue_index,consistency_score,revision_intensity,cognitive_load,productivity_index
3,2025-11-17,2,5.58,5,11.4,4.34,3.62,0,2,31,0,0.93,1.2857142857142858,5.58,0.0,11.16,1.806642857142857
3,2025-11-18,3,3.4,3,16.4,1.67,1.44,1,2,42,0,0.85,2.035928143712575,4.49,1.0,10.2,1.5391107784431135
3,2025-11-19,1,5.37,7,7.0,7.42,3.61,0,3,51,0,0.67125,0.7237196765498652,4.783333333333333,1.0,5.37,1.76137954851752
3,2025-11-20,1,4.94,4,15.7,5.5,5.13,0,4,34,0,0.9880000000000001,0.8981818181818183,4.8225,1.0,4.94,1.857822727272727
3,2025-11-21,1,2.97,1,18.5,7.26,4.13,0,3,30,0,1.485,0.4090909090909091,4.452,1.0,2.97,1.993986363636364
3,2025-11-22,2,3.17,5,15.8,8.1,2.86,1,5,63,0,0.5283333333333333,0.39135802469135805,4.238333333333333,2.0,6.34,1.797712962962963
3,2025-11-23,2,5.93,7,17.0,8.57,3.26,0,3,47,0,0.74125,0.6919486581096849,4.4799999999999995,2.0,11.86,1.8996452012835472
3,2025-11-24,4,5.31,7,17.5,7.75,4.45,0,3,32,0,0.66375,0.6851612903225806,4.441428571428571,2.0,21.24,1.8619668778801841
3,2025-11-25,1,0.97,1,18.3,7.99,2.94,0,3,29,0,0.485,0.12140175219023779,4.094285714285714,1.0,0.97,1.5798254514571786
3,2025-11-26,1,2.51,2,19.7,3.87,4.84,1,4,54,0,0.8366666666666666,0.648578811369509,3.6857142857142855,2.0,2.51,1.7012607973421927
3,2025-11-27,2,4.14,3,11.8,7.21,3.12,0,5,50,0,1.035,0.5742024965325936,3.5714285714285716,2.0,8.28,1.7475481969486824
3,2025-11-28,2,3.38,3,7.4,2.79,5.53,1,4,47,0,0.845,1.211469534050179,3.6299999999999994,3.0,6.76,1.803029569892473
3,2025-11-29,3,5.5,7,11.3,7.32,5.33,1,3,62,0,0.6875,0.7513661202185792,3.9628571428571426,3.0,16.5,1.916777224824356
3,2025-11-30,1,5.1,7,6.6,8.22,1.59,0,4,51,0,0.6375,0.6204379562043795,3.844285714285714,3.0,5.1,1.8833450208550573
3,2025-12-01,4,2.19,1,5.0,7.79,2.19,1,5,61,0,1.095,0.2811296534017972,3.3985714285714286,4.0,8.76,2.1606519805611586
3,2025-12-02,2,3.18,7,6.7,9.31,5.75,0,1,42,0,0.3975,0.34156820622986034,3.714285714285714,4.0,6.36,2.002175483351235
3,2025-12-03,1,2.57,4,10.5,6.44,1.75,0,2,20,0,0.514,0.3990683229813664,3.722857142857143,3.0,2.57,1.8368968944099378
3,2025-12-04,3,8.25,6,14.7,5.29,2.74,0,5,53,0,1.1785714285714286,1.559546313799622,4.31,3.0,24.75,2.0715680529300564
3,2025-12-05,5,3.93,3,8.8,7.33,4.15,0,5,44,0,0.9825,0.5361527967257844,4.388571428571429,2.0,19.650000000000002,1.9800235090625606
3,2025-12-06,3,3.55,1,20.1,7.54,4.89,0,5,47,0,1.775,0.4708222811671087,4.11,1.0,10.649999999999999,1.9836266578249337
3,2025-12-07,2,4.25,5,8.1,7.86,2.75,1,5,65,0,0.7083333333333334,0.5407124681933843,3.988571428571429,2.0,8.5,1.7633812250090877
3,2025-12-08,2,3.51,2,10.2,7.19,6.24,0,2,34,0,1.17,0.4881780250347705,4.177142857142857,1.0,7.02,1.7894161533876414
3,2025-12-09,1,5.31,6,12.5,5.56,3.09,0,3,37,0,0.7585714285714286,0.9550359712230215,4.481428571428571,1.0,5.31,1.6666731757451179
3,2025-12-10,1,6.37,6,16.9,2.41,5.02,0,5,41,1,0.91,2.6431535269709543,5.024285714285715,1.0,6.37,1.6293126852400714
3,2025-12-11,3,1.97,1,13.3,7.71,3.85,1,3,55,0,0.985,0.25551232166018156,4.127142857142857,2.0,5.91,1.94456600889383
3,2025-12-12,3,3.19,3,17.2,5.75,4.4,1,4,51,0,0.7975,0.5547826086956522,4.021428571428571,3.0,9.57,2.0023361801242237
3,2025-12-13,1,4.27,7,11.9,6.74,2.86,0,5,49,0,0.53375,0.6335311572700296,4.124285714285714,3.0,4.27,1.9290685406952095
3,2025-12-14,1,2.52,2,9.9,2.18,9.4,0,1,18,0,0.84,1.1559633027522935,3.8771428571428572,2.0,2.52,1.683748361730013
3,2025-12-15,1,3.01,1,5.6,7.05,4.06,1,2,47,0,1.505,0.4269503546099291,3.8057142857142856,3.0,3.01,2.2044217325227966
3,2025-12-16,1,3.08,4,13.1,7.99,11.68,1,2,59,0,0.616,0.3854818523153942,3.487142857142857,4.0,3.08,2.003920579295548
4,2025-11-17,3,5.4,5,16.6,7.56,4.3,0,4,43,0,0.9,0.7142857142857144,5.4,0.0,16.200000000000003,1.8278571428571428
4,2025-11-18,4,7.74,7,7.4,4.48,4.76,0,3,31,1,0.9675,1.7276785714285714,6.57,0.0,30.96,2.0504732142857143
4,2025-11-19,4,2.88,1,14.7,5.59,5.31,1,4,65,0,1.44,0.5152057245080501,5.34,1.0,11.52,2.2287191413237926
4,2025-11-20,3,4.02,5,10.4,6.59,3.74,0,5,45,0,0.6699999999999999,0.6100151745068285,5.01,1.0,12.059999999999999,1.8459977238239755
4,2025-11-21,2,4.3,4,18.3,5.75,1.69,0,5,40,0,0.86,0.7478260869565218,4.868,1.0,8.6,1.8492260869565218
4,2025-11-22,2,2.4,3,5.0,8.61,3.46,1,5,56,0,0.6,0.2787456445993031,4.456666666666666,2.0,4.8,1.905188153310104
4,2025-11-23,4,5.16,5,5.0,6.29,3.01,1,1,61,0,0.86,0.8203497615262322,4.557142857142857,3.0,20.64,2.1450903929139225
4,2025-11-24,4,1.61,1,5.0,6.26,3.52,0,4,37,0,0.805,0.2571884984025559,4.015714285714286,3.0,6.44,2.0478860109539023
4,2025-11-25,1,2.73,4,13.7,7.04,3.88,0,4,38,0,0.546,0.3877840909090909,3.3000000000000003,3.0,2.73,1.7229323863636365
4,2025-11-26,5,4.18,5,5.0,8.0,2.9,0,5,44,0,0.6966666666666667,0.5225,3.4857142857142853,2.0,20.9,1.611172619047619
4,2025-11-27,5,3.35,4,15.5,6.97,5.78,1,1,46,0,0.67,0.4806312769010043,3.39,3.0,16.75,1.7794053084648493
4,2025-11-28,4,2.37,4,8.7,8.01,4.45,1,2,44,0,0.47400000000000003,0.2958801498127341,3.1142857142857143,4.0,9.48,1.8558036918138043
4,2025-11-29,3,4.58,2,16.7,7.64,6.38,0,1,38,0,1.5266666666666666,0.599476439790576,3.425714285714286,3.0,13.74,2.072126153079033
4,2025-11-30,4,6.87,5,8.8,5.58,5.47,0,2,36,0,1.145,1.2311827956989247,3.6699999999999995,2.0,27.48,1.7170725806451612
4,2025-12-01,5,1.05,1,16.6,7.17,4.13,1,1,31,0,0.525,0.14644351464435149,3.59,3.0,5.25,1.8387834728033474
4,2025-12-02,3,5.8,6,9.5,5.6,2.52,0,2,30,0,0.8285714285714285,1.0357142857142858,4.0285714285714285,3.0,17.4,1.9432142857142858
4,2025-12-03,1,5.77,3,7.3,7.77,4.77,0,2,43,0,1.4425,0.7425997425997426,4.255714285714286,3.0,5.77,2.2701993243243246
4,2025-12-04,1,4.69,8,15.8,6.54,4.07,1,2,57,0,0.5211111111111112,0.717125382262997,4.4471428571428575,3.0,4.69,2.0089629386922967
4,2025-12-05,2,4.61,4,14.0,6.75,3.16,1,3,54,0,0.922,0.682962962962963,4.767142857142857,3.0,9.22,2.2503984126984125
4,2025-12-06,3,6.72,4,6.3,6.7,2.4,0,5,47,0,1.3439999999999999,1.0029850746268656,5.072857142857144,3.0,20.16,2.4418093816631132
4,2025-12-07,3,3.37,5,5.0,9.58,1.04,1,4,65,0,0.5616666666666666,0.35177453027139877,4.572857142857143,4.0,10.11,2.315674296649766
4,2025-12-08,1,5.31,7,11.3,7.17,3.13,1,5,64,0,0.66375,0.7405857740585774,5.181428571428571,4.0,5.31,2.4756532053197846
4,2025-12-09,2,2.36,4,18.4,7.03,5.31,0,2,37,0,0.472,0.33570412517780934,4.6899999999999995,4.0,4.72,2.3218443812233285
4,2025-12-10,1,4.13,6,6.6,7.1,2.99,1,4,65,0,0.59,0.5816901408450704,4.4557142857142855,5.0,4.13,2.455960764587525
4,2025-12-11,5,5.47,7,14.3,5.79,5.15,0,2,34,0,0.68375,0.9447322970639033,4.567142857142858,4.0,27.349999999999998,2.267745512583272
4,2025-12-12,1,4.0,3,10.1,1.35,1.7,0,4,21,0,1.0,2.962962962962963,4.4799999999999995,3.0,4.0,1.8495555555555556
4,2025-12-13,1,3.79,3,5.0,6.9,5.83,0,2,42,0,0.9475,0.5492753623188406,4.061428571428571,3.0,3.79,2.067662267080746
4,2025-12-14,5,5.13,3,12.2,6.3,5.07,1,4,58,0,1.2825,0.8142857142857143,4.312857142857142,3.0,25.65,2.2205892857142855
4,2025-12-15,5,1.96,2,5.0,7.3,3.54,0,1,20,0,0.6533333333333333,0.2684931506849315,3.834285714285714,2.0,9.8,1.738678408349641
4,2025-12-16,2,3.4,4,5.2,7.24,4.42,1,3,52,0,0.6799999999999999,0.46961325966850825,3.9828571428571427,3.0,6.8,1.9624151539068666
5,2025-11-17,1,5.22,5,5.0,4.98,5.32,0,1,28,0,0.87,1.0481927710843373,5.22,0.0,5.22,1.7132710843373493
5,2025-11-18,2,4.78,2,17.6,7.94,3.11,0,4,43,0,1.5933333333333335,0.6020151133501259,5.0,0.0,9.56,1.9673643996641477
5,2025-11-19,5,6.07,8,8.8,4.72,2.43,1,2,53,0,0.6744444444444445,1.2860169491525426,5.3566666666666665,1.0,30.35,1.8501530131826742
5,2025-11-20,5,1.71,3,15.4,7.42,2.51,1,5,51,0,0.4275,0.23045822102425875,4.445,2.0,8.55,1.8485562668463613
5,2025-11-21,5,1.71,1,5.6,6.96,1.0,0,1,21,0,0.855,0.24568965517241378,3.8980000000000006,2.0,8.55,1.8317965517241381
5,2025-11-22,1,3.75,4,8.1,6.8,3.97,1,4,67,0,0.75,0.5514705882352942,3.8733333333333335,3.0,3.75,1.9417794117647056
5,2025-11-23,3,5.02,10,14.0,6.87,5.84,0,5,33,0,0.4563636363636363,0.7307132459970888,4.0371428571428565,3.0,15.059999999999999,1.8612631429705664
5,2025-11-24,2,3.78,5,5.0,5.92,5.49,1,3,50,0,0.63,0.6385135135135135,3.8314285714285714,4.0,7.56,2.074151544401545
5,2025-11-25,3,3.92,2,8.5,6.07,5.03,1,5,67,0,1.3066666666666666,0.6457990115321252,3.7085714285714286,5.0,11.76,2.4730349101749427
5,2025-11-26,1,4.26,3,11.8,6.15,2.43,0,4,30,0,1.065,0.6926829268292682,3.4499999999999997,4.0,4.26,2.1038475609756095
5,2025-11-27,1,2.77,4,11.5,6.67,4.4,0,5,38,0,0.554,0.4152923538230885,3.601428571428571,3.0,2.77,1.812034718355108
5,2025-11-28,5,5.91,5,13.7,7.89,2.76,0,5,52,0,0.985,0.7490494296577948,4.201428571428571,3.0,29.55,2.092821156979902
5,2025-11-29,3,2.6,3,21.5,7.27,5.61,0,4,41,0,0.65,0.3576341127922971,4.0371428571428565,2.0,7.800000000000001,1.7849977402240123
5,2025-11-30,2,4.51,6,9.9,6.75,2.72,0,2,32,0,0.6442857142857142,0.6681481481481482,3.9642857142857144,2.0,9.02,1.714563492063492
5,2025-12-01,4,4.64,6,16.0,7.58,4.12,1,1,51,0,0.6628571428571428,0.6121372031662269,4.087142857142857,2.0,18.56,1.766322276667923
5,2025-12-02,3,4.13,6,5.9,6.55,6.35,0,5,35,0,0.59,0.6305343511450382,4.1171428571428565,1.0,12.39,1.547062704471101
5,2025-12-03,4,2.88,4,10.6,5.82,2.97,0,2,32,0,0.576,0.49484536082474223,3.9199999999999995,1.0,11.52,1.5033731958762884
5,2025-12-04,4,7.97,6,11.9,4.39,4.13,0,1,43,1,1.1385714285714286,1.815489749430524,4.662857142857143,1.0,31.88,1.7250336804425643
5,2025-12-05,4,2.24,2,5.5,6.86,5.58,0,3,32,0,0.7466666666666667,0.326530612244898,4.138571428571429,1.0,8.96,1.6539251700680273
5,2025-12-06,3,4.81,7,5.0,7.3,6.53,0,5,53,0,0.60125,0.6589041095890411,4.454285714285714,1.0,14.43,1.647887597847358
5,2025-12-07,2,2.62,4,5.0,5.7,10.64,1,1,41,0,0.524,0.45964912280701753,4.184285714285714,2.0,5.24,1.7697383458646614
5,2025-12-08,2,2.98,1,14.1,1.85,2.68,0,2,13,0,1.49,1.6108108108108108,3.947142857142857,1.0,5.96,1.6640212355212356
5,2025-12-09,3,2.78,6,5.0,7.71,5.18,0,2,32,0,0.39714285714285713,0.36057068741893644,3.7542857142857144,1.0,8.34,1.4112001111728738
5,2025-12-10,3,6.03,4,14.6,5.06,2.74,1,4,64,0,1.206,1.1916996047430832,4.204285714285715,2.0,18.09,1.9046307735742518
5,2025-12-11,5,2.29,1,12.3,6.68,6.87,1,2,50,0,1.145,0.34281437125748504,3.392857142857143,3.0,11.45,1.96718498716852
5,2025-12-12,5,3.81,2,12.8,5.66,3.33,1,4,62,0,1.27,0.6731448763250883,3.617142857142857,4.0,19.05,2.2286711256940936
5,2025-12-13,4,3.53,3,6.8,6.27,2.8,1,5,52,0,0.8825,0.5629984051036683,3.434285714285714,5.0,14.12,2.254710953520164
5,2025-12-14,2,4.19,5,13.2,7.09,3.6,0,4,37,0,0.6983333333333334,0.5909732016925248,3.6585714285714284,4.0,8.38,2.0533421149842166
5,2025-12-15,4,0.5,1,5.0,5.96,4.3,0,1,17,0,0.25,0.08389261744966443,3.3042857142857143,4.0,2.0,1.8662018216682645
5,2025-12-16,4,3.21,3,5.8,7.48,8.82,1,5,59,0,0.8025,0.42914438502673796,3.365714285714286,5.0,12.84,2.226217627960275
6,2025-11-17,3,6.59,4,5.0,4.23,4.64,0,3,35,0,1.318,1.557919621749409,6.59,0.0,19.77,2.2046120567375884
6,2025-11-18,3,9.47,7,5.0,5.47,6.71,1,4,76,1,1.18375,1.7312614259597807,8.030000000000001,1.0,28.410000000000004,2.763623286106033
6,2025-11-19,3,0.5,1,7.7,6.39,10.6,0,1,12,0,0.25,0.0782472613458529,5.5200000000000005,1.0,1.5,1.931762910798122
6,2025-11-20,2,4.41,5,5.0,8.94,4.06,0,4,47,0,0.735,0.4932885906040269,5.2425,1.0,8.82,1.9560067114093957
6,2025-11-21,3,2.12,2,5.0,7.5,4.19,1,5,59,0,0.7066666666666667,0.2826666666666667,4.618,2.0,6.36,1.9903333333333333
6,2025-11-22,4,3.77,2,13.3,7.72,3.43,0,3,29,0,1.2566666666666666,0.4883419689119171,4.476666666666667,2.0,15.08,2.109582037996546
6,2025-11-23,3,5.46,4,11.9,2.26,2.96,1,1,48,0,1.092,2.4159292035398234,4.617142857142857,3.0,16.38,2.0049534766118837
6,2025-11-24,1,6.59,8,12.7,8.37,9.34,1,5,75,0,0.7322222222222222,0.7873357228195939,4.617142857142857,4.0,6.59,2.323320276497696
6,2025-11-25,5,1.92,1,14.5,3.71,4.32,1,4,40,0,0.96,0.5175202156334232,3.538571428571429,4.0,9.6,2.1199433962264154
6,2025-11-26,4,9.49,10,11.2,2.23,2.32,0,5,47,1,0.8627272727272728,4.255605381165919,4.822857142857144,4.0,37.96,1.9104708811368005
6,2025-11-27,2,5.33,6,8.7,8.75,1.0,0,3,46,0,0.7614285714285715,0.6091428571428571,4.954285714285715,4.0,10.66,2.4614142857142856
6,2025-11-28,5,6.04,5,9.1,5.69,3.72,0,3,28,0,1.0066666666666666,1.0615114235500878,5.514285714285714,3.0,30.2,2.4473923340865342
6,2025-11-29,5,1.57,3,11.5,4.37,4.43,0,2,16,0,0.3925,0.35926773455377575,5.2,3.0,7.8500000000000005,2.243484839816934
6,2025-11-30,3,3.23,3,6.2,7.21,3.35,0,5,40,0,0.8075,0.44798890429958393,4.881428571428572,2.0,9.69,2.0798552357836337
6,2025-12-01,4,1.43,3,5.0,5.14,5.54,1,1,32,0,0.3575,0.2782101167315175,4.144285714285714,2.0,5.72,1.7266791967759862
6,2025-12-02,4,3.72,2,6.9,7.14,9.98,1,4,62,0,1.24,0.5210084033613446,4.401428571428572,2.0,14.88,2.0762773109243695
6,2025-12-03,3,3.16,1,11.2,6.35,5.37,1,1,43,0,1.58,0.4976377952755906,3.4971428571428573,3.0,9.48,2.1274971878515188
6,2025-12-04,5,3.02,6,18.4,7.21,9.0,0,1,31,0,0.43142857142857144,0.4188626907073509,3.167142857142857,3.0,15.1,1.6383134535367545
6,2025-12-05,2,3.24,3,5.0,2.16,5.38,0,4,28,0,0.81,1.5,2.7671428571428573,3.0,6.48,1.4886428571428572
6,2025-12-06,2,4.23,3,14.1,6.87,3.88,0,5,42,0,1.0575,0.6157205240174674,3.1471428571428572,3.0,8.46,1.8219097785402372
6,2025-12-07,1,2.89,6,5.0,7.13,9.05,0,5,47,0,0.41285714285714287,0.4053295932678822,3.0985714285714288,3.0,2.89,1.6132719895812464
6,2025-12-08,4,3.67,2,10.7,6.06,4.01,0,3,28,0,1.2233333333333334,0.6056105610561057,3.4185714285714286,2.0,14.68,1.7628965110796793
6,2025-12-09,4,9.27,10,5.0,5.7,1.82,1,1,63,1,0.8427272727272727,1.6263157894736842,4.211428571428572,2.0,37.08,1.7144357484620643
6,2025-12-10,3,4.17,2,5.0,7.53,3.23,0,5,40,0,1.39,0.5537848605577689,4.355714285714286,1.0,12.51,1.9101465566306204
6,2025-12-11,5,1.61,1,11.6,6.13,3.46,1,4,40,0,0.805,0.2626427406199021,4.154285714285715,2.0,8.05,1.888639303192729
6,2025-12-12,5,1.7,3,8.6,8.72,1.71,0,5,36,0,0.425,0.19495412844036694,3.934285714285714,2.0,8.5,1.6997925950196593
6,2025-12-13,1,2.68,4,13.1,6.95,3.45,1,2,51,0,0.536,0.3856115107913669,3.712857142857143,3.0,2.68,1.843615416238438
6,2025-12-14,3,4.09,2,16.3,5.23,7.12,0,3,26,0,1.3633333333333333,0.7820267686424474,3.8842857142857143,3.0,12.27,2.1251483656560137
6,2025-12-15,1,3.34,4,10.8,7.96,7.02,1,3,53,0,0.6679999999999999,0.41959798994974873,3.837142857142857,4.0,3.34,2.122003158650395
6,2025-12-16,4,9.91,9,5.7,5.83,7.36,1,3,74,1,0.991,1.699828473413379,3.9285714285714284,4.0,39.64,2.0704471575594217
7,2025-11-17,1,4.93,2,10.9,3.21,4.22,1,4,52,0,1.6433333333333333,1.5358255451713394,4.93,1.0,4.93,2.0237928348909655
