student_id,date,difficulty_level,study_hours,break_count,avg_break_duration,sleep_hours,screen_time,revision_done,mood_score,performance_score,burnout_risk
2,2025-12-12,1,2.1,1,13.4,8.2,4.28,0,5,41,0
2,2025-12-13,4,2.9,2,7.1,6.57,3.8,1,2,41,0
2,2025-12-14,1,1.02,1,13.1,6.77,3.33,0,5,34,0
2,2025-12-15,4,3.15,4,12.2,7.7,4.02,0,4,29,0
2,2025-12-16,3,3.72,3,5.0,6.13,7.38,0,3,29,0
3,2025-11-17,2,5.58,5,11.4,4.34,3.62,0,2,31,0
3,2025-11-18,3,3.4,3,16.4,1.67,1.44,1,2,42,0
3,2025-11-19,1,5.37,7,7.0,7.42,3.61,0,3,51,0
3,2025-11-20,1,4.94,4,15.7,5.5,5.13,0,4,34,0
3,2025-11-21,1,2.97,1,18.5,7.26,4.13,0,3,30,0
3,2025-11-22,2,3.17,5,15.8,8.1,2.86,1,5,63,0
3,2025-11-23,2,5.93,7,17.0,8.57,3.26,0,3,47,0
3,2025-11-24,4,5.31,7,17.5,7.75,4.45,0,3,32,0
3,2025-11-25,1,0.97,1,18.3,7.99,2.94,0,3,29,0
3,2025-11-26,1,2.51,2,19.7,3.87,4.84,1,4,54,0
3,2025-11-27,2,4.14,3,11.8,7.21,3.12,0,5,50,0
3,2025-11-28,2,3.38,3,7.4,2.79,5.53,1,4,47,0
3,2025-11-29,3,5.5,7,11.3,7.32,5.33,1,3,62,0
3,2025-11-30,1,5.1,7,6.6,8.22,1.59,0,4,51,0
3,2025-12-01,4,2.19,1,5.0,7.79,2.19,1,5,61,0
3,2025-12-02,2,3.18,7,6.7,9.31,5.75,0,1,42,0
3,2025-12-03,1,2.57,4,10.5,6.44,1.75,0,2,20,0
3,2025-12-04,3,8.25,6,14.7,5.29,2.74,0,5,53,0
3,2025-12-05,5,3.93,3,8.8,7.33,4.15,0,5,44,0
3,2025-12-06,3,3.55,1,20.1,7.54,4.89,0,5,47,0
3,2025-12-07,2,4.25,5,8.1,7.86,2.75,1,5,65,0
3,2025-12-08,2,3.51,2,10.2,7.19,6.24,0,2,34,0
3,2025-12-09,1,5.31,6,12.5,5.56,3.09,0,3,37,0
3,2025-12-10,1,6.37,6,16.9,2.41,5.02,0,5,41,1
3,2025-12-11,3,1.97,1,13.3,7.71,3.85,1,3,55,0
3,2025-12-12,3,3.19,3,17.2,5.75,4.4,1,4,51,0
3,2025-12-13,1,4.27,7,11.9,6.74,2.86,0,5,49,0
3,2025-12-14,1,2.52,2,9.9,2.18,9.4,0,1,18,0
3,2025-12-15,1,3.01,1,5.6,7.05,4.06,1,2,47,0
3,2025-12-16,1,3.08,4,13.1,7.99,11.68,1,2,59,0
4,2025-11-17,3,5.4,5,16.6,7.56,4.3,0,4,43,0
4,2025-11-18,4,7.74,7,7.4,4.48,4.76,0,3,31,1
4,2025-11-19,4,2.88,1,14.7,5.59,5.31,1,4,65,0
4,2025-11-20,3,4.02,5,10.4,6.59,3.74,0,5,45,0
4,2025-11-21,2,4.3,4,18.3,5.75,1.69,0,5,40,0
4,2025-11-22,2,2.4,3,5.0,8.61,3.46,1,5,56,0
4,2025-11-23,4,5.16,5,5.0,6.29,3.01,1,1,61,0
4,2025-11-24,4,1.61,1,5.0,6.26,3.52,0,4,37,0
4,2025-11-25,1,2.73,4,13.7,7.04,3.88,0,4,38,0
4,2025-11-26,5,4.18,5,5.0,8.0,2.9,0,5,44,0
4,2025-11-27,5,3.35,4,15.5,6.97,5.78,1,1,46,0
4,2025-11-28,4,2.37,4,8.7,8.01,4.45,1,2,44,0
4,2025-11-29,3,4.58,2,16.7,7.64,6.38,0,1,38,0
4,2025-11-30,4,6.87,5,8.8,5.58,5.47,0,2,36,0
4,2025-12-01,5,1.05,1,16.6,7.17,4.13,1,1,31,0
4,2025-12-02,3,5.8,6,9.5,5.6,2.52,0,2,30,0
4,2025-12-03,1,5.77,3,7.3,7.77,4.77,0,2,43,0
4,2025-12-04,1,4.69,8,15.8,6.54,4.07,1,2,57,0
4,2025-12-05,2,4.61,4,14.0,6.75,3.16,1,3,54,0
4,2025-12-06,3,6.72,4,6.3,6.7,2.4,0,5,47,0
4,2025-12-07,3,3.37,5,5.0,9.58,1.04,1,4,65,0
4,2025-12-08,1,5.31,7,11.3,7.17,3.13,1,5,64,0
4,2025-12-09,2,2.36,4,18.4,7.03,5.31,0,2,37,0
4,2025-12-10,1,4.13,6,6.6,7.1,2.99,1,4,65,0
4,2025-12-11,5,5.47,7,14.3,5.79,5.15,0,2,34,0
4,2025-12-12,1,4.0,3,10.1,1.35,1.7,0,4,21,0
4,2025-12-13,1,3.79,3,5.0,6.9,5.83,0,2,42,0
4,2025-12-14,5,5.13,3,12.2,6.3,5.07,1,4,58,0
4,2025-12-15,5,1.96,2,5.0,7.3,3.54,0,1,20,0
4,2025-12-16,2,3.4,4,5.2,7.24,4.42,1,3,52,0
5,2025-11-17,1,5.22,5,5.0,4.98,5.32,0,1,28,0
5,2025-11-18,2,4.78,2,17.6,7.94,3.11,0,4,43,0
5,2025-11-19,5,6.07,8,8.8,4.72,2.43,1,2,53,0
5,2025-11-20,5,1.71,3,15.4,7.42,2.51,1,5,51,0
5,2025-11-21,5,1.71,1,5.6,6.96,1.0,0,1,21,0
5,2025-11-22,1,3.75,4,8.1,6.8,3.97,1,4,67,0
5,2025-11-23,3,5.02,10,14.0,6.87,5.84,0,5,33,0
5,2025-11-24,2,3.78,5,5.0,5.92,5.49,1,3,50,0
5,2025-11-25,3,3.92,2,8.5,6.07,5.03,1,5,67,0
5,2025-11-26,1,4.26,3,11.8,6.15,2.43,0,4,30,0
5,2025-11-27,1,2.77,4,11.5,6.67,4.4,0,5,38,0
5,2025-11-28,5,5.91,5,13.7,7.89,2.76,0,5,52,0
5,2025-11-29,3,2.6,3,21.5,7.27,5.61,0,4,41,0
5,2025-11-30,2,4.51,6,9.9,6.75,2.72,0,2,32,0
5,2025-12-01,4,4.64,6,16.0,7.58,4.12,1,1,51,0
5,2025-12-02,3,4.13,6,5.9,6.55,6.35,0,5,35,0
5,2025-12-03,4,2.88,4,10.6,5.82,2.97,0,2,32,0
5,2025-12-04,4,7.97,6,11.9,4.39,4.13,0,1,43,1
5,2025-12-05,4,2.24,2,5.5,6.86,5.58,0,3,32,0
5,2025-12-06,3,4.81,7,5.0,7.3,6.53,0,5,53,0
5,2025-12-07,2,2.62,4,5.0,5.7,10.64,1,1,41,0
5,2025-12-08,2,2.98,1,14.1,1.85,2.68,0,2,13,0
5,2025-12-09,3,2.78,6,5.0,7.71,5.18,0,2,32,0
5,2025-12-10,3,6.03,4,14.6,5.06,2.74,1,4,64,0
5,2025-12-11,5,2.29,1,12.3,6.68,6.87,1,2,50,0
5,2025-12-12,5,3.81,2,12.8,5.66,3.33,1,4,62,0
5,2025-12-13,4,3.53,3,6.8,6.27,2.8,1,5,52,0
5,2025-12-14,2,4.19,5,13.2,7.09,3.6,0,4,37,0
5,2025-12-15,4,0.5,1,5.0,5.96,4.3,0,1,17,0
5,2025-12-16,4,3.21,3,5.8,7.48,8.82,1,5,59,0
6,2025-11-17,3,6.59,4,5.0,4.23,4.64,0,3,35,0
6,2025-11-18,3,9.47,7,5.0,5.47,6.71,1,4,76,1
6,2025-11-19,3,0.5,1,7.7,6.39,10.6,0,1,12,0
6,2025-11-20,2,4.41,5,5.0,8.94,4.06,0,4,47,0
6,2025-11-21,3,2.12,2,5.0,7.5,4.19,1,5,59,0
6,2025-11-22,4,3.77,2,13.3,7.72,3.43,0,3,29,0
6,2025-11-23,3,5.46,4,11.9,2.26,2.96,1,1,48,0
6,2025-11-24,1,6.59,8,12.7,8.37,9.34,1,5,75,0
6,2025-11-25,5,1.92,1,14.5,3.71,4.32,1,4,40,0
6,2025-11-26,4,9.49,10,11.2,2.23,2.32,0,5,47,1
6,2025-11-27,2,5.33,6,8.7,8.75,1.0,0,3,46,0
6,2025-11-28,5,6.04,5,9.1,5.69,3.72,0,3,28,0
6,2025-11-29,5,1.57,3,11.5,4.37,4.43,0,2,16,0
6,2025-11-30,3,3.23,3,6.2,7.21,3.35,0,5,40,0
6,2025-12-01,4,1.43,3,5.0,5.14,5.54,1,1,32,0
6,2025-12-02,4,3.72,2,6.9,7.14,9.98,1,4,62,0
6,2025-12-03,3,3.16,1,11.2,6.35,5.37,1,1,43,0
6,2025-12-04,5,3.02,6,18.4,7.21,9.0,0,1,31,0
6,2025-12-05,2,3.24,3,5.0,2.16,5.38,0,4,28,0
6,2025-12-06,2,4.23,3,14.1,6.87,3.88,0,5,42,0
6,2025-12-07,1,2.89,6,5.0,7.13,9.05,0,5,47,0
6,2025-12-08,4,3.67,2,10.7,6.06,4.01,0,3,28,0
6,2025-12-09,4,9.27,10,5.0,5.7,1.82,1,1,63,1
6,2025-12-10,3,4.17,2,5.0,7.53,3.23,0,5,40,0
6,2025-12-11,5,1.61,1,11.6,6.13,3.46,1,4,40,0
6,2025-12-12,5,1.7,3,8.6,8.72,1.71,0,5,36,0
6,2025-12-13,1,2.68,4,13.1,6.95,3.45,1,2,51,0
6,2025-12-14,3,4.09,2,16.3,5.23,7.12,0,3,26,0
6,2025-12-15,1,3.34,4,10.8,7.96,7.02,1,3,53,0
6,2025-12-16,4,9.91,9,5.7,5.83,7.36,1,3,74,1
7,2025-11-17,1,4.93,2,10.9,3.21,4.22,1,4,52,0
7,2025-11-18,2,3.28,7,9.3,7.11,9.5,0,4,39,0
7,2025-11-19,5,4.17,3,14.1,6.24,3.71,1,1,46,0
7,2025-11-20,4,3.53,1,5.0,8.36,3.79,1,2,58,0
7,2025-11-21,2,4.71,5,6.3,6.03,5.33,0,2,29,0
7,2025-11-22,5,4.9,6,14.7,7.71,1.0,1,1,49,0
7,2025-11-23,4,1.48,2,9.4,6.18,4.96,1,1,37,0
7,2025-11-24,1,6.47,8,14.6,1.0,3.01,0,5,36,1
7,2025-11-25,3,6.86,7,5.0,5.34,3.91,0,4,43,0
7,2025-11-26,5,3.99,3,6.9,8.62,5.72,0,4,42,0
7,2025-11-27,2,2.2,1,5.6,8.13,7.56,0,5,34,0
7,2025-11-28,5,4.68,4,14.1,7.5,5.17,0,4,27,0
7,2025-11-29,5,3.34,1,8.8,6.51,4.29,0,2,29,0
7,2025-11-30,3,1.66,2,13.9,8.88,5.01,0,3,35,0
7,2025-12-01,4,3.97,4,10.1,7.15,4.35,1,1,45,0
7,2025-12-02,3,2.6,2,12.8,8.28,5.36,0,1,28,0
7,2025-12-03,1,3.27,1,12.2,7.42,4.3,0,1,31,0
7,2025-12-04,5,4.38,3,10.0,1.82,3.74,0,5,20,0
7,2025-12-05,4,2.86,2,12.7,7.59,3.83,0,1,21,0
7,2025-12-06,3,5.48,7,9.4,7.53,2.91,1,3,67,0
7,2025-12-07,4,3.96,4,13.1,8.05,2.1,0,3,32,0
7,2025-12-08,3,2.27,2,5.0,10.0,4.37,0,1,32,0
7,2025-12-09,1,2.47,3,12.4,7.79,4.99,0,2,27,0
7,2025-12-10,2,4.56,5,18.5,7.49,2.65,1,5,60,0
7,2025-12-11,4,4.49,6,7.2,7.54,2.46,1,3,44,0
7,2025-12-12,5,3.8,2,14.8,6.52,8.45,0,5,43,0
7,2025-12-13,4,9.92,10,7.0,3.49,2.55,1,5,75,1
7,2025-12-14,3,5.6,3,13.7,6.43,6.19,0,2,28,0
7,2025-12-15,1,2.25,2,5.0,7.52,3.56,0,5,40,0
7,2025-12-16,1,2.07,2,9.1,7.61,7.26,0,4,41,0
8,2025-11-17,4,5.09,3,16.5,7.94,1.0,0,3,38,0
8,2025-11-18,3,3.95,5,11.8,2.68,9.52,0,5,31,0
8,2025-11-19,3,3.78,2,15.3,7.23,4.93,1,3,49,0
8,2025-11-20,1,4.52,2,7.8,5.77,4.4,0,1,36,0
8,2025-11-21,2,8.12,8,12.1,6.77,3.75,0,2,47,0
8,2025-11-22,2,2.11,3,18.5,6.36,4.59,0,2,38,0
8,2025-11-23,2,2.27,3,11.0,7.44,2.78,0,2,25,0
8,2025-11-24,2,5.68,5,7.2,8.95,5.53,0,5,55,0
8,2025-11-25,4,3.18,4,10.2,7.28,3.62,1,2,54,0
8,2025-11-26,2,3.0,1,9.3,6.14,3.34,1,4,46,0
8,2025-11-27,2,5.85,3,9.6,8.29,7.39,0,5,46,0
8,2025-11-28,1,2.94,1,16.4,5.28,1.9,0,3,32,0
8,2025-11-29,1,2.36,2,6.1,7.04,1.93,0,3,44,0
8,2025-11-30,3,2.37,3,18.6,6.39,3.41,0,5,41,0
8,2025-12-01,5,8.47,8,5.0,4.42,5.22,0,2,43,1
8,2025-12-02,5,4.32,2,13.9,6.9,5.57,0,2,28,0
8,2025-12-03,5,1.38,3,10.9,6.22,8.48,1,1,33,0
8,2025-12-04,1,0.5,1,5.0,4.68,4.17,0,3,29,0
8,2025-12-05,3,4.36,4,22.1,7.35,4.65,0,4,42,0
8,2025-12-06,2,3.56,2,11.8,7.54,1.0,0,5,43,0
8,2025-12-07,2,3.44,2,11.5,8.93,3.36,0,5,49,0
8,2025-12-08,1,5.5,5,18.5,6.09,4.42,1,1,64,0
8,2025-12-09,1,0.5,1,7.9,6.81,9.05,1,3,41,0
8,2025-12-10,5,8.44,6,6.3,6.25,5.8,0,5,50,0
8,2025-12-11,3,2.37,3,14.5,6.91,5.91,0,2,26,0
8,2025-12-12,3,9.41,10,17.6,1.92,6.01,1,4,59,1
8,2025-12-13,2,2.42,4,13.2,7.53,1.8,1,5,67,0
8,2025-12-14,2,3.88,3,6.7,8.64,5.55,0,1,36,0
8,2025-12-15,5,1.94,1,5.0,7.24,5.34,0,5,31,0
8,2025-12-16,1,5.44,6,12.5,3.33,5.11,0,5,44,0
9,2025-11-17,5,3.0,1,8.4,3.0,5.1,1,2,40,0
9,2025-11-18,5,4.38,6,15.2,2.4,7.4,0,2,25,0
9,2025-11-19,1,1.95,1,14.8,8.11,4.5,0,5,38,0
9,2025-11-20,3,5.85,5,7.2,5.65,4.55,0,2,25,0
9,2025-11-21,3,5.18,5,7.8,7.55,5.59,0,5,48,0
9,2025-11-22,2,2.77,3,6.3,7.1,2.02,0,1,38,0
9,2025-11-23,2,5.83,5,15.9,7.85,4.45,1,4,66,0
9,2025-11-24,1,8.27,8,6.2,5.37,4.94,1,4,68,1
9,2025-11-25,2,4.53,10,5.0,5.98,2.12,1,3,63,0
9,2025-11-26,4,3.89,4,5.0,3.83,4.5,0,3,26,0
9,2025-11-27,4,1.7,2,7.7,5.96,4.27,0,2,23,0
9,2025-11-28,2,4.77,8,5.0,6.92,3.76,1,2,62,0
9,2025-11-29,5,2.2,1,12.4,5.62,4.55,1,1,24,0
9,2025-11-30,5,6.48,5,12.9,8.17,2.93,1,1,67,0
9,2025-12-01,4,3.89,4,10.5,5.74,4.26,0,3,27,0
9,2025-12-02,5,2.69,1,9.0,7.38,3.54,1,4,56,0
9,2025-12-03,1,1.85,7,7.1,7.68,4.2,0,1,20,0
9,2025-12-04,1,3.87,3,12.9,7.14,5.3,1,5,72,0
9,2025-12-05,1,2.71,4,10.7,8.39,3.39,0,4,37,0
9,2025-12-06,1,8.65,7,8.9,7.66,3.36,1,3,66,0
9,2025-12-07,5,2.88,2,5.0,5.87,4.91,0,2,28,0
9,2025-12-08,4,2.27,1,7.7,6.75,5.81,1,5,62,0
9,2025-12-09,4,4.0,2,12.4,7.53,6.92,1,2,49,0
9,2025-12-10,5,2.84,1,11.1,7.02,4.49,0,2,20,0
9,2025-12-11,2,1.53,1,13.2,7.85,2.32,1,2,53,0
9,2025-12-12,4,1.84,1,7.5,6.5,3.38,0,2,24,0
9,2025-12-13,4,4.67,2,7.9,5.38,3.8,0,5,40,0
9,2025-12-14,5,5.41,3,14.3,6.78,7.38,0,5,39,0
9,2025-12-15,5,1.36,2,8.2,7.44,4.72,0,5,28,0
9,2025-12-16,1,1.21,1,7.9,6.43,1.72,0,2,23,0
10,2025-11-17,5,5.12,7,5.0,6.53,4.3,1,5,69,0
10,2025-11-18,4,4.15,3,6.7,3.04,3.24,0,3,25,0
10,2025-11-19,4,3.74,5,10.4,7.05,1.58,1,3,57,0
10,2025-11-20,2,0.5,1,12.1,7.4,3.9,0,5,34,0
10,2025-11-21,2,3.25,4,7.8,6.32,3.19,0,3,28,0
10,2025-11-22,5,1.83,3,6.8,6.95,6.2,1,4,45,0
10,2025-11-23,2,4.92,6,13.7,3.83,3.68,0,2,20,0
10,2025-11-24,3,3.72,3,9.6,6.77,2.4,0,3,40,0
10,2025-11-25,1,3.31,3,5.0,7.58,1.95,0,3,37,0
10,2025-11-26,1,4.92,3,5.0,7.19,3.71,0,3,38,0
10,2025-11-27,1,1.8,3,5.5,3.5,2.55,0,3,22,0
10,2025-11-28,3,2.72,1,7.9,3.36,4.52,0,4,25,0
10,2025-11-29,2,5.32,6,5.0,6.73,3.08,1,4,49,0
10,2025-11-30,1,2.94,1,5.0,7.67,4.79,0,4,38,0
10,2025-12-01,4,2.02,4,6.9,6.76,5.12,1,4,46,0
10,2025-12-02,3,2.95,3,11.7,7.86,3.44,0,2,37,0
10,2025-12-03,3,3.42,2,14.5,6.53,6.74,1,2,41,0
10,2025-12-04,2,0.5,2,20.5,7.01,10.02,0,1,17,0
10,2025-12-05,2,2.07,3,14.5,6.32,4.68,1,2,49,0
10,2025-12-06,2,3.42,5,16.6,8.24,2.73,0,1,38,0
10,2025-12-07,3,3.02,4,13.4,6.98,5.66,1,1,47,0
10,2025-12-08,4,4.91,3,10.0,2.8,2.4,1,5,51,0
10,2025-12-09,5,3.67,2,14.2,7.15,11.62,1,4,61,0
10,2025-12-10,3,1.63,2,8.1,3.49,3.68,0,3,14,0
10,2025-12-11,2,8.62,8,16.7,4.31,4.34,1,4,67,1
10,2025-12-12,5,1.48,1,9.1,3.67,2.19,1,5,36,0
10,2025-12-13,3,2.02,3,15.2,8.42,5.23,1,5,62,0
10,2025-12-14,4,5.15,5,5.0,6.92,3.92,1,3,53,0
10,2025-12-15,1,7.89,7,5.8,5.67,2.38,1,3,65,0
10,2025-12-16,3,5.24,7,11.1,8.73,2.46,1,2,67,0
11,2025-11-17,1,4.52,5,15.3,6.86,3.22,0,3,30,0
11,2025-11-18,1,2.47,3,5.0,5.21,1.0,1,1,37,0
11,2025-11-19,1,2.65,2,8.6,6.23,2.55,1,2,45,0
11,2025-11-20,3,3.11,3,5.0,6.14,3.69,0,3,34,0
11,2025-11-21,4,5.56,3,9.8,5.46,2.75,1,5,65,0
11,2025-11-22,1,1.97,1,5.0,8.54,5.02,0,4,39,0
11,2025-11-23,5,2.62,7,8.9,7.84,3.6,1,4,54,0
11,2025-11-24,4,5.31,4,16.9,7.25,1.72,0,3,48,0
11,2025-11-25,5,5.15,4,10.8,2.81,5.85,0,3,23,0
11,2025-11-26,3,2.68,2,7.2,6.87,2.76,0,5,33,0
11,2025-11-27,1,5.08,7,5.0,9.75,6.03,0,4,56,0
11,2025-11-28,1,5.17,3,8.2,7.16,7.02,0,3,32,0
11,2025-11-29,5,2.79,3,17.7,8.45,5.0,0,1,27,0
11,2025-11-30,3,2.71,3,11.1,6.07,2.65,0,2,19,0
11,2025-12-01,4,3.57,3,9.1,7.05,4.06,1,4,52,0
11,2025-12-02,4,5.6,6,20.4,6.45,4.6,1,5,60,0
11,2025-12-03,3,1.94,1,5.0,6.82,3.22,0,1,16,0
11,2025-12-04,5,4.36,5,13.6,6.46,5.78,1,5,54,0
11,2025-12-05,3,1.83,1,7.2,6.96,2.54,0,5,30,0
11,2025-12-06,5,3.03,4,10.6,3.14,5.44,0,3,20,0
11,2025-12-07,2,0.94,1,10.7,7.82,5.24,0,2,28,0
11,2025-12-08,4,0.75,1,5.0,1.26,8.8,1,1,31,0
11,2025-12-09,2,1.83,1,21.5,5.97,1.78,1,4,53,0
11,2025-12-10,1,7.69,9,12.3,6.02,1.28,1,2,61,0
11,2025-12-11,1,4.21,6,15.0,7.2,2.95,0,4,38,0
11,2025-12-12,3,3.07,3,18.1,7.53,6.85,0,4,32,0
11,2025-12-13,3,2.25,3,15.6,6.36,2.88,1,3,49,0
11,2025-12-14,2,3.67,5,22.5,6.64,4.61,1,5,64,0
11,2025-12-15,3,2.91,2,9.9,6.85,10.41,1,4,59,0
11,2025-12-16,4,2.44,2,10.8,2.94,3.69,0,3,27,0
12,2025-11-17,3,3.77,1,17.3,8.23,3.83,1,3,60,0
12,2025-11-18,3,4.91,3,8.4,7.87,4.11,1,5,68,0
12,2025-11-19,1,4.99,5,9.7,6.27,4.33,0,2,42,0
12,2025-11-20,5,3.26,2,10.1,5.86,5.49,0,3,36,0
12,2025-11-21,3,2.24,1,14.3,3.79,3.3,0,1,8,0
12,2025-11-22,4,9.75,7,13.4,6.8,3.82,0,3,57,1
12,2025-11-23,1,5.64,6,8.7,5.53,3.43,0,2,46,0
12,2025-11-24,2,3.0,7,10.8,7.2,4.42,0,2,31,0
12,2025-11-25,3,3.84,5,13.3,3.12,3.17,0,1,13,0
12,2025-11-26,2,3.74,5,5.0,6.1,5.84,0,1,29,0
12,2025-11-27,3,5.19,5,10.9,5.8,11.78,1,4,56,0
12,2025-11-28,3,0.5,1,10.0,6.66,5.58,1,2,39,0
12,2025-11-29,5,3.55,4,8.8,5.03,2.58,0,2,20,0
12,2025-11-30,5,2.26,2,15.3,7.9,4.61,0,3,26,0
12,2025-12-01,5,2.93,2,12.4,6.67,4.33,0,2,26,0
12,2025-12-02,3,1.87,1,8.4,6.03,4.21,1,3,49,0
12,2025-12-03,3,2.71,1,8.2,7.49,3.77,0,1,24,0
12,2025-12-04,2,3.1,1,8.9,6.99,4.26,1,5,55,0
12,2025-12-05,1,0.9,1,8.8,6.55,4.89,0,4,34,0
12,2025-12-06,3,7.77,5,9.0,3.59,5.09,0,2,30,1
12,2025-12-07,5,0.78,1,8.0,7.48,5.5,1,4,48,0
12,2025-12-08,1,4.07,3,7.2,6.88,7.39,0,2,32,0
12,2025-12-09,4,2.52,2,5.6,6.07,1.0,0,2,24,0
12,2025-12-10,2,6.63,5,5.0,4.91,5.01,1,3,69,0
12,2025-12-11,3,9.69,9,5.0,4.68,3.13,0,3,56,1
12,2025-12-12,3,1.85,1,13.7,7.54,8.61,1,2,43,0
12,2025-12-13,1,2.4,3,10.4,8.89,2.66,0,3,34,0
12,2025-12-14,5,3.46,2,15.1,8.03,4.12,1,1,48,0
12,2025-12-15,2,3.13,5,7.0,9.5,5.14,0,2,39,0
12,2025-12-16,2,0.95,2,10.1,4.93,9.76,0,3,20,0
13,2025-11-17,1,7.09,8,7.6,6.23,4.95,1,2,59,0
13,2025-11-18,2,7.16,5,7.1,6.03,5.5,0,5,53,0
13,2025-11-19,4,3.07,2,11.4,7.41,5.52,1,2,43,0
13,2025-11-20,5,0.5,2,5.0,6.04,4.27,0,3,11,0
13,2025-11-21,2,3.79,4,12.1,1.05,8.97,0,4,22,0
13,2025-11-22,3,4.12,3,5.7,7.61,7.07,0,4,39,0
13,2025-11-23,5,3.26,5,5.0,8.62,3.51,0,5,37,0
13,2025-11-24,2,8.15,8,10.7,3.01,4.25,0,5,50,1
13,2025-11-25,3,5.35,9,9.3,5.97,4.11,0,4,36,0
13,2025-11-26,4,0.94,1,16.6,8.45,2.99,0,5,27,0
13,2025-11-27,3,2.29,1,7.7,6.0,2.44,1,2,50,0
13,2025-11-28,1,7.85,7,12.7,4.77,3.84,1,3,72,1
13,2025-11-29,4,1.22,1,9.7,4.37,9.75,1,2,36,0
13,2025-11-30,5,9.92,10,10.6,3.35,3.41,0,1,34,1
